label,youtube_id,time_start,time_end,split
slacklining,_nTW6Z2RuzQ,0,10,train
playing clarinet,_nUaENqaw2E,26,36,train
ice fishing,_nWSqQdLyqI,668,678,train
hammer throw,_nY-CrS4ZkQ,3,13,train
opening present,_nYNQKIJkGY,13,23,train
ice skating,_nYdDcJhzno,1,11,train
flying kite,_nYx52LI9jE,0,10,train
dancing charleston,_nZ5WDn18WI,28,38,train
using computer,_nZhqQz8-pM,1,11,train
skydiving,_na0QZvayNE,122,132,train
paragliding,_namFnStAsg,8,18,train
testifying,_ne0DFo9jWc,29,39,train
slacklining,_ne4BU-zP2Y,3,13,train
jetskiing,_neTUDYDB7s,12,22,train
blowing out candles,_nfGOghYsMU,16,26,train
pushing car,_nfPcZMzsjk,12,22,train
writing,_nfV5q6STmg,105,115,train
blowing glass,_ngkYzjZTqQ,19,29,train
snowmobiling,_ngkf0n1s-Y,78,88,train
snowboarding,_nh7qXmvM7Y,1,11,train
bartending,_nh85WI8o0c,292,302,train
paragliding,_nlGIONWY9k,39,49,train
dancing macarena,_nm3G4TBtdc,62,72,train
eating watermelon,_nnlqmGKIoU,8,18,train
training dog,_no37h8mJtk,844,854,train
slacklining,_nqpouPHMdg,178,188,train
sled dog racing,_nr8Zgd9gdM,2,12,train
cleaning toilet,_nujZytbvsg,45,55,train
playing ice hockey,_nw9wtgn0bQ,35,45,train
tap dancing,_nwPFtIxouA,63,73,train
sharpening pencil,_nxKOycFmpg,29,39,train
eating spaghetti,_ny4sidRVZE,15,25,train
dribbling basketball,_nzWjo9OLaQ,346,356,train
building cabinet,_nzvm8s32cc,124,134,train
bungee jumping,_o2QkdsjjGU,4,14,train
riding mountain bike,_o2TGurVsnQ,114,124,train
checking tires,_o3EMv1TaQ4,72,82,train
waiting in line,_o3dT6iJa7A,2,12,train
tapping guitar,_o3lX6Qjx9c,159,169,train
tobogganing,_o7scRi_sGg,4,14,train
baby waking up,_oADyQKOaqk,119,129,train
shuffling cards,_oBjvkcwsRY,7,17,train
motorcycling,_oDFHNyrQcQ,265,275,train
smoking,_oDf9sNqCqo,18,28,train
long jump,_oH-ZHCKGHc,1,11,train
trimming or shaving beard,_oHH0y99Ung,78,88,train
arm wrestling,_oHPNo02obI,315,325,train
getting a tattoo,_oHna2EQuoM,526,536,train
feeding birds,_oIIn55-O3k,479,489,train
disc golfing,_oJ4P_ROSns,412,422,train
jetskiing,_oKUdtG8SIk,184,194,train
riding camel,_oLZQbsEXoI,17,27,train
cheerleading,_oO0EbcDQCM,19,29,train
blasting sand,_oOc3hrv9AY,77,87,train
jetskiing,_oQx0oZIySM,45,55,train
playing harp,_oSObzOOqMA,59,69,train
spraying,_oUJwJ7DIag,260,270,train
crossing river,_oUKXZ1POdQ,1,11,train
making bed,_oULiRGUHjo,396,406,train
marching,_oV5Z2bOVAI,216,226,train
feeding fish,_oVHT6mASoU,82,92,train
eating cake,_oWi6A_FVjA,3,13,train
playing ice hockey,_oWtS5v52mA,429,439,train
swimming backstroke,_oXIdPoSLlE,287,297,train
playing ice hockey,_oX_V0uCfN4,111,121,train
ripping paper,_oYfq687Gos,0,10,train
shoveling snow,_ob0b79jAcE,63,73,train
spinning poi,_obl7KD8YSI,207,217,train
playing chess,_ocH_5VR510,186,196,train
long jump,_odyQfaOLmo,0,10,train
snorkeling,_oeBaQK5Y1Y,17,27,train
passing American football (not in game),_of3Qe8YoWU,0,10,train
cutting pineapple,_ogVO_XmdMs,3,13,train
balloon blowing,_ogv2T0Cneg,39,49,train
high jump,_oh6yf-2lCE,4,14,train
windsurfing,_ohpKbvtrpA,2,12,train
juggling fire,_oi6GG9e1I8,155,165,train
water skiing,_ojHKd03j0o,15,25,train
riding or walking with horse,_ok4W_f9t0U,2,12,train
playing clarinet,_omTjA365OU,312,322,train
playing squash or racquetball,_opg5rIvXbM,64,74,train
milking cow,_oqZsQGJzQo,105,115,train
windsurfing,_os0H3ehGWE,2,12,train
faceplanting,_ouwk-L0iAI,20,30,train
stretching leg,_owcJER7u48,1194,1204,train
throwing discus,_ozZX_sz_Fs,1,11,train
grooming horse,_p0eoCHZ8BA,161,171,train
disc golfing,_p3yy59vU9c,419,429,train
extinguishing fire,_p5-o8tfGcc,22,32,train
shooting basketball,_p5WVJHjzKM,87,97,train
bungee jumping,_p6Fq_Mi8lY,8,18,train
punching bag,_p7PNh99RSk,2,12,train
playing saxophone,_p7xxSSHJqM,8,18,train
riding elephant,_p8knq60A84,16,26,train
cooking on campfire,_pGlmrKA4X8,33,43,train
climbing ladder,_pHLNjdXY8E,0,10,train
eating spaghetti,_pISee2Kf-I,75,85,train
feeding birds,_pIkZ8-MwFY,26,36,train
javelin throw,_pLx9rw9tPg,172,182,train
tapping pen,_pOEpMFObHE,89,99,train
riding elephant,_pRA5xcWBak,45,55,train
playing cricket,_pRgmp7ocK8,87,97,train
cleaning gutters,_pRwiZg8siY,55,65,train
dancing gangnam style,_pSYa0Jmlvs,198,208,train
country line dancing,_pTshGENNOE,56,66,train
crossing river,_pUhbRoUBL0,6,16,train
ski jumping,_pUkEBT8ieQ,2,12,train
playing tennis,_pVK77u3kS4,192,202,train
writing,_pW_9bJh634,261,271,train
cooking sausages,_pbeK2F52pY,37,47,train
playing harp,_phX1_CDv7M,38,48,train
doing laundry,_phbez-O8ns,36,46,train
mowing lawn,_pjeHkmsQ_I,4,14,train
playing kickball,_pm_Z3_bbyU,141,151,train
front raises,_pnbkUrpetg,39,49,train
hammer throw,_pppSqWSLcg,0,10,train
snowboarding,_px1W9a2EFk,406,416,train
dunking basketball,_pyIGW_pWEk,3,13,train
spinning poi,_pyP2OjLgHs,123,133,train
yawning,_pzK33NjAbM,534,544,train
shuffling cards,_q0Dmen2_3M,242,252,train
playing harmonica,_q0GyjC6le8,179,189,train
playing guitar,_q0d3bZRw1k,47,57,train
giving or receiving award,_q1e-bBUim0,26,36,train
building cabinet,_q1vd-ytbiA,172,182,train
snowmobiling,_q2albGDXvQ,34,44,train
stomping grapes,_q3IwfTuAbk,225,235,train
roller skating,_q4rWF2wB3M,65,75,train
pushing cart,_q5Xog_CQ8A,1,11,train
golf chipping,_q5jF_QRvf8,73,83,train
arm wrestling,_q6QBHKitjQ,48,58,train
drinking beer,_q7WItwVn0k,6,16,train
dancing charleston,_q9cAjaGgwI,196,206,train
slacklining,_qAH1lz9g-w,14,24,train
faceplanting,_qCddTPdl3E,133,143,train
catching or throwing softball,_qDpOePqdiI,32,42,train
smoking,_qDqUEg62HM,24,34,train
spinning poi,_qFYkZCf3r0,56,66,train
tap dancing,_qMErsFAe2M,265,275,train
swimming backstroke,_qMHyQgHjg4,18,28,train
playing flute,_qOG8AxzyxI,13,23,train
javelin throw,_qOYoJJXRyk,2,12,train
cooking on campfire,_qOjvnqQJ88,77,87,train
mowing lawn,_qSddHPSDAs,53,63,train
surfing crowd,_qSuEUm7BwM,5,15,train
surfing crowd,_qTIgOPn7TM,23,33,train
mopping floor,_qTSCMmQRU4,25,35,train
trimming trees,_qVHb_VJjsk,28,38,train
playing basketball,_qY89gyytj4,36,46,train
petting animal (not cat),_qYTnEbS_IE,45,55,train
ice skating,_qYdq-EFHi0,11,21,train
water sliding,_qYyKMW2MPc,0,10,train
sharpening pencil,_qYzwNLU05U,77,87,train
parkour,_qZsYTxU5G0,73,83,train
parkour,_qZu4AjE4RQ,3,13,train
slacklining,_q_rOuJZWKA,50,60,train
golf driving,_qfVAzglTV4,17,27,train
catching or throwing frisbee,_qhW2TiKoUY,17,27,train
playing cricket,_qi0VCpz3bs,272,282,train
playing clarinet,_qixMnBDaw4,52,62,train
tossing coin,_qkH8XzrJ-M,139,149,train
skateboarding,_qksCZ4-dPc,59,69,train
filling eyebrows,_qld6OKxhDE,151,161,train
snowkiting,_qmBFB5bAhU,88,98,train
auctioning,_qmcBvhKzVk,155,165,train
juggling soccer ball,_qohWgwqEFs,2,12,train
playing cards,_qrPRYZCk4c,270,280,train
yoga,_qs2o162Rg8,130,140,train
punching bag,_qs42Cu9ii0,72,82,train
cooking egg,_qsTt3oZ3rE,288,298,train
carrying baby,_qte8OhWdZE,2,12,train
arm wrestling,_qw-CZxjiv0,0,10,train
playing monopoly,_r-rQbjY9AQ,64,74,train
snowboarding,_r2dq-52BpU,98,108,train
parkour,_r2man_sdfQ,0,10,train
long jump,_r4kW62bm0A,0,10,train
surfing crowd,_r8e44SAhVI,6,16,train
playing ice hockey,_r8eIQXODwA,23,33,train
playing recorder,_r8rdNOUAiw,12,22,train
extinguishing fire,_rAYrOK4wXo,8,18,train
snowmobiling,_rAtVbsZcH0,1,11,train
headbanging,_rCeHlpgfaI,22,32,train
eating spaghetti,_rDB2GOUqhU,1,11,train
giving or receiving award,_rFaHqE4IY0,520,530,train
hitting baseball,_rG0Ycnp2Vc,78,88,train
gymnastics tumbling,_rIXZNsu7no,11,21,train
playing clarinet,_rJTCzesw84,384,394,train
somersaulting,_rJUCDkU1aw,6,16,train
feeding birds,_rJenvfAE7I,78,88,train
tai chi,_rLFKXCQMR4,148,158,train
surfing crowd,_rODR7lE848,4,14,train
passing American football (not in game),_rOUumIZW-E,12,22,train
cleaning floor,_rPxNon0hWU,34,44,train
stomping grapes,_rUD1OErnuc,18,28,train
texting,_rXBIwvjFc0,78,88,train
washing feet,_rYnUHtymEY,274,284,train
barbequing,_rZFHH3xwgs,41,51,train
dancing macarena,_rbQfqPg8wk,7,17,train
roller skating,_rdCSaNw-mQ,1,11,train
smoking hookah,_rgYlLEaLMo,3,13,train
reading book,_riZRBflugE,88,98,train
tasting beer,_rihE535ND0,205,215,train
walking the dog,_rkPWNBEjfA,154,164,train
presenting weather forecast,_rorS6KPtw0,38,48,train
tossing coin,_rq3x7HM8z8,13,23,train
eating spaghetti,_rssCV2XxGg,20,30,train
wrapping present,_rt1URAVraI,76,86,train
doing nails,_rvlIcwDQUM,164,174,train
feeding birds,_rwNRQMiK54,1,11,train
ski jumping,_rwgi99bJNk,3,13,train
flying kite,_rxKSVb3EGk,3,13,train
drop kicking,_ry9pCDzrqk,17,27,train
passing American football (not in game),_rzoqx6KPtw,0,10,train
getting a tattoo,_s-8qg7RHpo,229,239,train
yoga,_s-r6tAAzCE,53,63,train
decorating the christmas tree,_s1gPB89I4c,35,45,train
shuffling cards,_s3tEB86EJI,129,139,train
laughing,_s6hvWmHaa0,17,27,train
riding elephant,_s9WPcplJ_8,2,12,train
balloon blowing,_sAevH-MiEg,3,13,train
massaging back,_sEOHK-NBdU,264,274,train
garbage collecting,_sEUENnX7jQ,76,86,train
mopping floor,_sLtcPZVcXY,0,10,train
sticking tongue out,_sNtFTxf5zk,4,14,train
tying knot (not on a tie),_sUqDzvynnc,2,12,train
playing violin,_sUs3VGvFgY,108,118,train
planting trees,_sVaIxUjd7c,63,73,train
yoga,_sY9edSWqGE,93,103,train
throwing ball,_sYqC475cec,1,11,train
blowing out candles,_sc5zyRQyBc,34,44,train
tapping pen,_sd-wQyzS9A,228,238,train
eating ice cream,_seOesTZtBM,4,14,train
mowing lawn,_sev4XdM7P4,48,58,train
rock scissors paper,_shAcaxJugE,19,29,train
building cabinet,_sje0VmJ12M,506,516,train
cutting pineapple,_sjqEkcFRHE,29,39,train
catching fish,_sk1Nvl7aB0,27,37,train
robot dancing,_skED4BT33w,37,47,train
balloon blowing,_sn_HGtp6oM,39,49,train
breakdancing,_snlvqeStGI,0,10,train
riding elephant,_sp9ZBCRpGw,60,70,train
marching,_spgszvbDdE,83,93,train
spraying,_sqkzfKtQA4,3,13,train
pumping gas,_srYPNiek9Y,7,17,train
making snowman,_ssoMaWOL_o,26,36,train
making a cake,_svpNNl2B0U,343,353,train
swimming backstroke,_sy2_HCc_Bo,97,107,train
singing,_syMGUC0Q6g,105,115,train
juggling fire,_sz0zsqiLm0,0,10,train
swimming breast stroke,_szK2PAWXE4,12,22,train
crawling baby,_t1Eterb56I,88,98,train
riding mechanical bull,_t1Xhh3amwU,3,13,train
clapping,_t2JtsbaNj8,0,10,train
tying bow tie,_t2qHQh9Qpg,3,13,train
diving cliff,_t3YtW-w14U,47,57,train
unboxing,_t44k40h6Iw,45,55,train
climbing tree,_t4Fufj85LE,3,13,train
hula hooping,_t4U4Z70HvU,52,62,train
dancing macarena,_t5WEBnDnp4,4,14,train
barbequing,_t6hGYs22ic,213,223,train
braiding hair,_tA9Wf8pYJ4,197,207,train
making pizza,_tAucfi4cIw,241,251,train
playing clarinet,_tCljTgQKAQ,198,208,train
dying hair,_tD2cLtTrDc,616,626,train
laughing,_tDLXB0CzrQ,143,153,train
mowing lawn,_tGzGF7AE3w,21,31,train
smoking,_tGzsX0borM,27,37,train
trimming trees,_tMcJPVjINM,296,306,train
playing squash or racquetball,_tN1EP1-9D0,33,43,train
playing harp,_tN2RQ-QChk,45,55,train
windsurfing,_tNSWTrNtYw,81,91,train
jumping into pool,_tNaMQeCFN0,40,50,train
dancing gangnam style,_tO5cKIi1ew,15,25,train
sailing,_tOaFsT_W4o,97,107,train
slapping,_tOe654jyY0,3,13,train
crawling baby,_tOouLs952s,26,36,train
long jump,_tOtyJ3QtqU,11,21,train
pumping fist,_tPRtqssxM8,0,10,train
bungee jumping,_tPSaUOnybs,136,146,train
sticking tongue out,_tQJr7ifSkE,3,13,train
tai chi,_tQRu6aDLB0,3,13,train
shaving head,_tQnUlv7aSo,0,10,train
jetskiing,_tTIb3xe64M,14,24,train
singing,_tUi_pu-OLY,2,12,train
dancing ballet,_tVHVNOR-Qk,29,39,train
headbanging,_tYXpD9z1t8,14,24,train
playing bass guitar,_tYrTT0CFsE,306,316,train
headbutting,_tZ8QwfH_1E,4,14,train
golf driving,_t_grJlqR6A,42,52,train
slacklining,_taCP-8L15c,14,24,train
stretching arm,_tdKZXtpeCo,12,22,train
playing cymbals,_tdwSCUG5_c,114,124,train
making sushi,_tgoq4CHkGE,78,88,train
cleaning floor,_tiitIaK_IY,2,12,train
playing basketball,_tj-I4jhzqk,3,13,train
playing violin,_tje4ijc99I,24,34,train
cooking on campfire,_tjr_Ce-jQA,384,394,train
golf putting,_tlOUhOwBPg,63,73,train
shooting basketball,_tlY4qM-MMc,53,63,train
playing guitar,_tlq3iqjoeQ,24,34,train
cutting pineapple,_tmbzKEyksY,19,29,train
kicking field goal,_tmfemb7r5A,3,13,train
jetskiing,_toG7_YkHm4,214,224,train
brushing teeth,_tqgZ67M5-U,16,26,train
milking cow,_tr0dIwJDIQ,0,10,train
stomping grapes,_tzXa79KT10,23,33,train
trimming or shaving beard,_u-qywt_sbM,5,15,train
faceplanting,_u0ABlUtAc8,2,12,train
mowing lawn,_u3GhIu9kiY,125,135,train
gargling,_u3mGyonTzY,40,50,train
doing aerobics,_u4qmpncxa0,2551,2561,train
slacklining,_u5IgeIK-0E,4,14,train
punching bag,_u6DGoWRZRg,6,16,train
checking tires,_u8JFUViJqM,26,36,train
front raises,_u9swwJWJ5A,78,88,train
climbing ladder,_uAte2tOAyI,1,11,train
passing American football (in game),_uB7mr-C6Ic,1,11,train
spray painting,_uCWQgHtDQk,355,365,train
swinging legs,_uCoU3uwsT8,1,11,train
riding elephant,_uGQMx6KEoY,16,26,train
situp,_uJebXhIy30,86,96,train
playing trumpet,_uMMHCJ09lY,51,61,train
yoga,_uNMXoHbLdk,100,110,train
bowling,_uOhm_9yXxs,7,17,train
cutting watermelon,_uPaTvS_66I,87,97,train
crying,_uPh9i-xaaE,94,104,train
playing trombone,_uQxCY1MrT0,246,256,train
snowkiting,_uTOaBxjWNw,0,10,train
shaving legs,_uVz9crjMjc,7,17,train
filling eyebrows,_uW3fRveEuY,64,74,train
spraying,_uWTFdBCfPc,77,87,train
grinding meat,_uYP1wI1JiE,35,45,train
tying tie,_uZy6exIDKo,167,177,train
folding clothes,_u_WX6waIIg,108,118,train
tapping pen,_uay7nYAiEI,83,93,train
belly dancing,_ubj_hjLdVc,32,42,train
spray painting,_ubomis7zPk,134,144,train
clapping,_ufNrCrLlMQ,53,63,train
mopping floor,_ufmzok8hVI,17,27,train
laughing,_ug5FAp_5FU,42,52,train
passing American football (in game),_ug61-znctY,17,27,train
planting trees,_ugLHGC22l8,1,11,train
javelin throw,_uguRinhzfg,1,11,train
cooking chicken,_ulT7r8StZ8,469,479,train
juggling balls,_ulUUgtc9Po,23,33,train
fixing hair,_ulhIDk4f2Q,284,294,train
situp,_unkzeMtHaQ,8,18,train
pushing wheelchair,_uoWfFrKfRE,40,50,train
shearing sheep,_uosLiN7PY4,33,43,train
ice fishing,_up4wDQ8e9I,122,132,train
trapezing,_usI2-z7am4,0,10,train
playing paintball,_usQGLHv6MI,193,203,train
water skiing,_usSjcilpsM,0,10,train
tango dancing,_us_FL8OEKc,13,23,train
shot put,_us_L-6juIQ,16,26,train
tango dancing,_usld3qWfTQ,782,792,train
playing paintball,_utqTIOKMH8,3,13,train
cheerleading,_utw7EcQzwE,4,14,train
playing bagpipes,_uuBn3aVSC0,11,21,train
country line dancing,_uur4VCUjYA,43,53,train
somersaulting,_uw_yJaDJSA,24,34,train
contact juggling,_uwrbpHK4XQ,3,13,train
arm wrestling,_uyf1G4ubHY,20,30,train
eating burger,_uyo8yrWDO8,22,32,train
skateboarding,_uzQmVFbwQg,18,28,train
playing trombone,_v-HI7tS2LU,4,14,train
egg hunting,_v2TrbzMAd4,17,27,train
cutting watermelon,_v31Il4kRgg,8,18,train
hoverboarding,_v4IrAXjjOY,6,16,train
sign language interpreting,_v6Xx2m7LcA,310,320,train
hurling (sport),_v6pb_wD-T8,688,698,train
playing volleyball,_v7PAPaiB1o,438,448,train
ice fishing,_v8zd4t1OOQ,56,66,train
tying knot (not on a tie),_v9uSvTd5o4,150,160,train
drumming fingers,_vBISbencRA,339,349,train
playing ice hockey,_vD46iZTi-E,25,35,train
throwing ball,_vD8Ke1l_CM,4,14,train
robot dancing,_vEg-YP23Uw,89,99,train
blowing out candles,_vFWD_6mFP8,69,79,train
catching or throwing frisbee,_vH2vjBepGs,4,14,train
tap dancing,_vI7HKpRT2g,76,86,train
cleaning toilet,_vJ3biWuTVc,15,25,train
faceplanting,_vK72J0-OZc,22,32,train
extinguishing fire,_vKOXi1n-rE,26,36,train
hammer throw,_vPXzqYjI3k,173,183,train
picking fruit,_vUfGOhYkds,24,34,train
counting money,_vUo2yfSCY8,135,145,train
stretching arm,_vV76aCx5Wc,107,117,train
playing cymbals,_vVBLgx_mJM,107,117,train
picking fruit,_vW2wm_otw8,42,52,train
archery,_vXsJDL6MAU,121,131,train
breakdancing,_vYfQ2uvC9c,125,135,train
blowing glass,_v_RPmqJklA,45,55,train
ice fishing,_v__6C-iUj8,136,146,train
cooking chicken,_vavRe4Giv4,513,523,train
rock scissors paper,_vb4f-veNLo,12,22,train
eating hotdog,_vbY4MAapLk,25,35,train
passing American football (in game),_vdq5aItLRE,0,10,train
ripping paper,_vf4jsOymCk,1,11,train
headbanging,_vigfEQaqoY,0,10,train
belly dancing,_vkn3bvdmQ8,76,86,train
reading book,_vl1bZSuvo0,31,41,train
shredding paper,_vleTFPq188,33,43,train
playing organ,_vlpyZZGqvE,712,722,train
mowing lawn,_vmXdMti2FY,40,50,train
getting a tattoo,_vmZMh8TfkI,9,19,train
archery,_vmkt_nn3Mo,1,11,train
dancing ballet,_vpHlyAMN8k,102,112,train
hurling (sport),_vrDackPeto,327,337,train
ripping paper,_vrnSfVunE0,28,38,train
shearing sheep,_vrnhe54tuI,35,45,train
spray painting,_vtB2pEi_Us,290,300,train
swimming butterfly stroke,_vwWV9oAxac,10,20,train
washing hands,_vy4nLiSpvU,13,23,train
filling eyebrows,_vycgkbBSVo,337,347,train
braiding hair,_vyeFz19jxg,119,129,train
krumping,_vygjGBP1Ag,7,17,train
kitesurfing,_vygs5LyM-s,28,38,train
cheerleading,_vzvVBH6Db4,25,35,train
ice climbing,_w-dwRaxaB4,11,21,train
weaving basket,_w1vviUMO2s,2,12,train
wrapping present,_w3tKnmkhCM,82,92,train
riding camel,_w5U2-YhLRg,16,26,train
playing tennis,_w5yHJ5v0ho,6,16,train
sled dog racing,_w6BjZmPRXg,112,122,train
dancing gangnam style,_w6dxfQXI80,2,12,train
news anchoring,_w6w2C5KYyA,2,12,train
side kick,_w7AtUyXXSE,2,12,train
brushing teeth,_w9Bx0Tj7FA,7,17,train
hockey stop,_w9X4Q3tVC8,25,35,train
bartending,_wAfHm3QatI,290,300,train
squat,_wBEM57aAxU,259,269,train
egg hunting,_wBqNoIel8g,13,23,train
egg hunting,_wC78by3ItU,3,13,train
singing,_wCQW67YPuw,43,53,train
tickling,_wD6pbFhNqE,45,55,train
hurling (sport),_wFLFmJLD-Q,37,47,train
folding napkins,_wFmF-nUnYc,26,36,train
riding mule,_wFoUJYF7xE,49,59,train
carving pumpkin,_wHB-MCtt7E,24,34,train
playing bagpipes,_wI9jocOID0,34,44,train
shaving legs,_wIuCRrWUs4,131,141,train
making pizza,_wLE2MIZSkk,255,265,train
busking,_wLLug5-SX4,126,136,train
windsurfing,_wLUWdI0eiI,15,25,train
shuffling cards,_wMhd6WTCtk,202,212,train
kitesurfing,_wMj2kKM4j0,5,15,train
playing xylophone,_wN81e3rhts,8,18,train
parasailing,_wPFXEBWWnU,27,37,train
folding clothes,_wQ0hlGQdlw,219,229,train
paragliding,_wRAEZtZ7PE,51,61,train
crying,_wRQiJdk2Rw,4,14,train
riding camel,_wRcqktLTVw,19,29,train
shaking hands,_wSfSfyZws8,0,10,train
air drumming,_wSslwn5Xuc,127,137,train
motorcycling,_wTpH8RbklI,104,114,train
bowling,_wUQvpyfne0,60,70,train
tossing salad,_wUqc1M5CpU,2,12,train
faceplanting,_wW547TfX_U,7,17,train
riding unicycle,_wYNSrrRC8I,26,36,train
egg hunting,_wYyfKovz6o,206,216,train
cartwheeling,_w_MZg5C1vU,17,27,train
singing,_wb3LpemK-M,70,80,train
eating carrots,_wdMLITAPbw,3,13,train
egg hunting,_wdaS9cm7is,44,54,train
assembling computer,_we-Dfegnbc,594,604,train
arm wrestling,_wg2VnWmXsc,19,29,train
krumping,_wgjNSv1SIM,1,11,train
playing ice hockey,_whh6iyKA_g,0,10,train
writing,_whtoZfCT44,235,245,train
bartending,_wi5c3NDfdU,25,35,train
sticking tongue out,_wl6dkPXOpk,7,17,train
chopping wood,_wl9746hWOA,17,27,train
tapping pen,_wlHtEJyMrM,8,18,train
ice climbing,_wlm7XT8RjQ,41,51,train
diving cliff,_wmLGBlG9g8,134,144,train
cleaning floor,_wnXrEucbhE,303,313,train
training dog,_wndsuH6b3o,8,18,train
paragliding,_wpQ5iyhipo,2076,2086,train
playing cricket,_ws4KaWKzAA,2,12,train
playing tennis,_wtgZo1_6tw,4,14,train
riding scooter,_wv2AACt5ng,57,67,train
waxing legs,_wwagAADB18,36,46,train
washing hands,_wy6BVsniso,48,58,train
carving pumpkin,_wyi29bNWfg,2,12,train
playing xylophone,_x0ZqncC3Jk,25,35,train
baby waking up,_x1FXHtTzpM,45,55,train
playing saxophone,_x3idas_eJM,51,61,train
eating hotdog,_x5DU88hUQE,31,41,train
weaving basket,_x8eVbpSFRY,131,141,train
shooting basketball,_x9dgBc-Ie4,60,70,train
riding unicycle,_xA2GwGVE3w,11,21,train
milking cow,_xAYrfQLhlQ,4,14,train
archery,_xCPvCqLHns,0,10,train
swimming butterfly stroke,_xCSZeQfQNE,0,10,train
crawling baby,_xFVsnZ16_M,3,13,train
robot dancing,_xH9IfIp_y4,83,93,train
playing accordion,_xHR6uQeKh4,6,16,train
playing cards,_xKjJ_HMmGY,40,50,train
abseiling,_xN3j__e368,1,11,train
front raises,_xNI7QbPGhc,3,13,train
diving cliff,_xPmMqyzjBc,6,16,train
playing ukulele,_xQIykhIyv8,0,10,train
pull ups,_xWx4X5IwZ8,77,87,train
parasailing,_x_jDJN1Ig0,139,149,train
playing kickball,_xcFLE-L0MY,18,28,train
hugging,_xfBmIRuKcc,67,77,train
giving or receiving award,_xfncCRYpII,6,16,train
riding elephant,_xgeUOufNRI,257,267,train
playing bagpipes,_xgp_9IXNtc,5,15,train
lunge,_xh3Yylz0WY,1,11,train
presenting weather forecast,_xh5pWEQ_g8,117,127,train
playing basketball,_xiB4Lk0Aos,59,69,train
capoeira,_xiN3U9l3ks,42,52,train
tying tie,_xiWsJVlR_I,205,215,train
shuffling cards,_xkhgmUda3o,197,207,train
pushing cart,_xl5QwSHIY8,13,23,train
jumping into pool,_xlu-6UhF1Y,40,50,train
tying bow tie,_xmpYUU18qs,67,77,train
push up,_xpdBhnOcAw,23,33,train
riding or walking with horse,_xsPR9QczXc,497,507,train
strumming guitar,_xtO9HP9uhk,80,90,train
mowing lawn,_xvSniyU3gk,13,23,train
folding paper,_xypqYV9AJ4,54,64,train
golf driving,_y0_14aQ3z8,10,20,train
making sushi,_y0m7ZpcjA0,133,143,train
crying,_y18LSRf38c,22,32,train
tasting food,_y1SLEeXoIQ,62,72,train
squat,_y2m5KxiJ-w,114,124,train
folding clothes,_y5mztfT0wE,81,91,train
lunge,_y7u8yLVeOI,23,33,train
sniffing,_y865nujKKE,47,57,train
playing clarinet,_y8Kh5wmiyI,1,11,train
sword fighting,_y8i78Zl_U4,46,56,train
blowing glass,_yAZLpoZSDs,3,13,train
parasailing,_yAq4Nrqokw,13,23,train
unboxing,_yBgue1dRHk,301,311,train
skydiving,_yC7NIWJSTk,11,21,train
riding scooter,_yCPAkQQKs4,53,63,train
throwing axe,_yDAf9gJPSs,70,80,train
cooking egg,_yDLYnOd2q8,264,274,train
snowmobiling,_yEijN-vYqc,165,175,train
watering plants,_yFFUb9OQjU,45,55,train
kitesurfing,_yH0CwxbAUU,97,107,train
krumping,_yIUXjOchdw,9,19,train
playing poker,_yIx1GisRJE,1,11,train
hugging,_yJZtgthn6c,6,16,train
yoga,_yKLApjiLiI,314,324,train
driving tractor,_yKOITejB2k,65,75,train
ironing,_yNLvUKwkwE,4,14,train
getting a tattoo,_yNcl2RjK7c,36,46,train
arm wrestling,_yNnzsqC318,7,17,train
playing bagpipes,_yNpFYNqmOw,63,73,train
ice climbing,_yPKYRr9wSg,23,33,train
ice climbing,_yQOoRN9Wf8,24,34,train
playing organ,_ySEQ79KoAI,337,347,train
cheerleading,_yT1bY70ALw,198,208,train
feeding birds,_yT3m-AZSOM,129,139,train
dunking basketball,_yVev4RqBLc,133,143,train
squat,_yZNNh2rTtE,10,20,train
pumping fist,_yZPmh27QHU,71,81,train
unloading truck,_y_yyyYp4FY,148,158,train
squat,_yaFebLyxhI,24,34,train
cartwheeling,_ycB7WXzFEE,3,13,train
playing harp,_ycU8Wb0FsA,8,18,train
playing saxophone,_ydUScfXRjs,1,11,train
throwing axe,_ye215DOemk,1,11,train
sniffing,_yeS1jR0XZY,0,10,train
kissing,_yf5gp99Fhk,0,10,train
playing harp,_yfkF2cahlY,113,123,train
parasailing,_yi97Q51GK4,20,30,train
opening present,_yk9XbJbaZE,53,63,train
hockey stop,_yktaiD0ksM,39,49,train
making a sandwich,_ylnn4-jUD8,23,33,train
playing harmonica,_yo2jKI8LiA,51,61,train
shaking hands,_yp-UxN7rOY,0,10,train
shining shoes,_yqI3jrAblo,62,72,train
tai chi,_ysIuxsLUWc,12,22,train
playing tennis,_ywOzmy4k2U,173,183,train
shearing sheep,_yy_FMAHUQA,135,145,train
juggling soccer ball,_yzmdvok3bg,48,58,train
setting table,_yzo3pX05k4,17,27,train
fixing hair,_z-Js9MTt9w,26,36,train
chopping wood,_z1xoT2l2dQ,17,27,train
playing controller,_z7BGswC8eU,173,183,train
filling eyebrows,_z8XTp4kdI8,0,10,train
marching,_zAffvK8CjQ,45,55,train
pushing cart,_zAuPP1qD9I,39,49,train
triple jump,_zD57Y6-rtw,1,11,train
cartwheeling,_zFskZAcjRs,4,14,train
